행정시,읍면동,허가일자,상호,설비용량(KW),상태,사업개시일,데이터기준일자
서귀포시,남원읍,2014-05-15,(유)무한에코에너지(서민행복8호태양광발전소),516,사업개시,2014-10-16,2022-06-30
서귀포시,대정읍,2014-05-15,진송태양광발전소,350,사업개시,2015-02-04,2022-06-30
서귀포시,안덕면,2014-05-15,우람태양광발전소,99,사업개시,2015-01-21,2022-06-30
제주시,한경면,2014-05-15,진희태양광발전소,99.45,사업개시,2014-09-17,2022-06-30
제주시,한림읍,2014-05-15,귀빈 태양광발전소,49.98,사업개시,2014-09-17,2022-06-30
서귀포시,대정읍,2014-05-26,뉴럴태양광발전소,40,사업개시,2015-01-21,2022-06-30
서귀포시,표선면,2014-05-26,천부태양광발전소,99,사업개시,2014-11-17,2022-06-30
제주시,회천동,2014-05-28,주식회사 창성이엔티,1980,공사진행,,2022-06-30
제주시,구좌읍,2014-06-03,계룡태양광발전소,95.2,공사진행,,2022-06-30
제주시,구좌읍,2014-06-03,행원햇빛태양광발전소,99,사업개시,2014-10-31,2022-06-30
서귀포시,남원읍,2014-06-03,몽치 태양광발전소,99.36,사업개시,2020-09-29,2022-06-30
서귀포시,대정읍,2014-06-03,Jin's2태양광발전소,290,사업개시,2015-04-21,2022-06-30
서귀포시,안덕면,2014-06-03,주식회사 탑인프라보현,815.36,사업개시,2015-07-02,2022-06-30
서귀포시,표선면,2014-06-03,동일에스이피태양광발전소,99,사업개시,2014-11-17,2022-06-30
제주시,구좌읍,2014-06-13,동복북촌풍력발전단지,30000,사업개시,2015-08-01,2022-06-30
서귀포시,대정읍,2014-06-25,수정태양광발전소,350,사업개시,2015-04-21,2022-06-30
서귀포시,대정읍,2014-06-25,삼우태양광발전,360,사업개시,2015-02-28,2022-06-30
서귀포시,표선면,2014-06-25,(주)다쓰테크 성읍리제2태양광발전소,1238.4,사업개시,2015-02-24,2022-06-30
서귀포시,표선면,2014-06-25,파워택태양광발전소,99,사업개시,2014-11-17,2022-06-30
제주시,구좌읍,2014-06-30,행원햇빛2호태양광발전소,40,사업개시,2015-01-09,2022-06-30
서귀포시,남원읍,2014-06-30,나할라태양광발전소,98.8,사업개시,2015-04-18,2022-06-30
서귀포시,남원읍,2014-06-30,소현태양광발전소,98,사업개시,2015-04-18,2022-06-30
서귀포시,남원읍,2014-06-30,동엽에너지,98,사업개시,2015-04-18,2022-06-30
서귀포시,남원읍,2014-06-30,승엽에너지,98,사업개시,2015-04-18,2022-06-30
서귀포시,남원읍,2014-06-30,에스에이티태양광발전소,98,사업개시,2015-04-18,2022-06-30
서귀포시,남원읍,2014-06-30,원선태양광발전소,98,사업개시,2015-04-18,2022-06-30
서귀포시,대정읍,2014-06-30,빛나리1호태양광발전소,99,사업개시,2015-08-03,2022-06-30
서귀포시,대정읍,2014-06-30,햇살가득 태양광발전소,99,사업개시,2015-07-30,2022-06-30
서귀포시,토평동,2014-06-30,은빈냉동태양광발전소,99,사업개시,2014-09-15,2022-06-30
제주시,한경면,2014-06-30,닥모루태양광발전소,99,사업개시,2015-04-21,2022-06-30
제주시,한림읍,2014-06-30,혜성태양광발전소,96.39,사업개시,2017-07-04,2022-06-30
서귀포시,남원읍,2014-07-10,(주)금학전기(금학일태양광발전소),1496.88,사업개시,2015-12-25,2022-06-30
서귀포시,남원읍,2014-07-10,(주)금학전기(금학이태양광발전소),837,사업개시,2016-07-14,2022-06-30
서귀포시,안덕면,2014-07-10,우람2호태양광발전소,99,사업개시,2015-01-21,2022-06-30
제주시,해안동,2014-07-28,서영1호 태양광발전소,99.3,사업개시,2017-09-14,2022-06-30
제주시,해안동,2014-07-28,서영2호 태양광발전소,99.3,사업개시,2017-09-14,2022-06-30
제주시,해안동,2014-07-28,청마11호태양광발전소,99.3,사업개시,2017-09-14,2022-06-30
제주시,해안동,2014-07-28,서진9호태양광발전소,99.3,사업개시,2019-03-21,2022-06-30
제주시,해안동,2014-07-28,청마10호태양광발전소,99.3,사업개시,2017-09-14,2022-06-30
서귀포시,대정읍,2014-08-08,광우소수력발전소,99,인허가,,2022-06-30
서귀포시,대정읍,2014-08-08,유창소수력발전소,99,인허가,,2022-06-30
서귀포시,대정읍,2014-08-13,예스에너지,99,사업개시,2015-04-09,2022-06-30
서귀포시,대정읍,2014-08-13,알파에너지,99,사업개시,2015-04-21,2022-06-30
서귀포시,대정읍,2014-08-13,이레태양광발전소,99,사업개시,2015-04-21,2022-06-30
제주시,이호이동,2014-09-01,이호동오도마을회2호,30,사업개시,2014-11-18,2022-06-30
제주시,구좌읍,2014-09-02,JJ태양광발전소,220.2,사업개시,2018-12-03,2022-06-30
서귀포시,서홍동,2014-09-02,남순 태양광발전소,40,사업개시,2015-04-01,2022-06-30
서귀포시,표선면,2014-09-02,유성태양광발전소,99,사업개시,2015-03-12,2022-06-30
제주시,한경면,2014-09-02,고산2호탱양광발전소,99,공사진행,,2022-06-30
제주시,한경면,2014-09-02,고산3호태양광발전소,99,공사진행,,2022-06-30
제주시,한경면,2014-09-02,고산1호 태양광발전소,99,공사진행,,2022-06-30
제주시,한림읍,2014-09-02,명월3호태양광발전소,99,사업개시,2015-05-05,2022-06-30
서귀포시,표선면,2014-09-19,가시리태양광,1494,사업개시,2017-03-09,2022-06-30
서귀포시,표선면,2014-09-19,한솔태양광,2988,사업개시,2017-03-09,2022-06-30
서귀포시,표선면,2014-09-19,한국탄소배출권 거래소(주),2988,사업개시,2017-03-10,2022-06-30
서귀포시,표선면,2014-09-19,(주)미래에너지제주,2988,사업개시,2017-03-10,2022-06-30
제주시,한경면,2014-09-19,일영태양광,68.2,인허가,,2022-06-30
제주시,도평동,2014-09-25,화선태양광발전소,99,사업개시,2015-08-27,2022-06-30
서귀포시,하효동,2014-09-25,세경발전소,24,사업개시,2015-02-09,2022-06-30
제주시,한경면,2014-09-25,행복태양광발전소,99,인허가,,2022-06-30
제주시,한경면,2014-09-25,제이엠태양광발전소,98,사업개시,2015-09-17,2022-06-30
제주시,구좌읍,2014-10-02,봉룡태양광발전소,99,사업개시,2015-07-01,2022-06-30
제주시,구좌읍,2014-10-02,한라2호태양광발전소,99,사업개시,2015-07-01,2022-06-30
제주시,구좌읍,2014-10-02,보능태양광발전소,99,사업개시,2015-07-01,2022-06-30
제주시,구좌읍,2014-10-02,일광태양광발전소,99,사업개시,2015-07-01,2022-06-30
제주시,구좌읍,2014-10-02,JH태양광발전소,99,사업개시,2015-07-01,2022-06-30
제주시,구좌읍,2014-10-02,선태양광발전소,99,사업개시,2015-07-01,2022-06-30
제주시,구좌읍,2014-10-02,해광2호태양광발전소,99,사업개시,2015-07-01,2022-06-30
제주시,구좌읍,2014-10-02,형보태양광발전소,99,사업개시,2015-07-01,2022-06-30
제주시,구좌읍,2014-10-02,도일태양광발전소,99,사업개시,2015-07-01,2022-06-30
서귀포시,표선면,2014-10-02,삼일태양광발전소,99.36,인허가,,2022-06-30
제주시,한림읍,2014-10-02,광명전력태양광발전소,99,사업개시,2015-05-20,2022-06-30
제주시,구좌읍,2014-10-07,한동햇빛3호태양광발전소,99,사업개시,2017-12-29,2022-06-30
제주시,구좌읍,2014-10-07,한라1호태양광발전소,99,사업개시,2015-07-16,2022-06-30
제주시,구좌읍,2014-10-07,(유)메가솔라 태양광발전소,1800,사업개시,2015-07-01,2022-06-30
서귀포시,성산읍,2014-10-07,케이그린에너지주식회사(1호),495.55,사업개시,2017-02-03,2022-06-30
서귀포시,성산읍,2014-10-07,케이그린에너지2호,495.55,사업개시,2016-11-24,2022-06-30
서귀포시,성산읍,2014-10-07,케이그린에너지주식회사(3호),496.1,사업개시,2017-01-26,2022-06-30
서귀포시,성산읍,2014-10-13,(주)금학전기(금학 삼호 태양광발전사업),1485,사업개시,2018-10-22,2022-06-30
서귀포시,성산읍,2014-10-13,(주)금학전기(금학사호 태양광발전소),599.4,사업개시,2018-10-12,2022-06-30
서귀포시,성산읍,2014-10-13,정민태양광발전소,99,사업개시,2015-05-28,2022-06-30
서귀포시,표선면,2014-10-13,일광1호태양광발전소,99,인허가,,2022-06-30
서귀포시,표선면,2014-10-13,일광3호태양광발전소,99,인허가,,2022-06-30
서귀포시,표선면,2014-10-13,일광2호태양광발전소,99,인허가,,2022-06-30
서귀포시,표선면,2014-10-13,일광4호태양광발전소,99,인허가,,2022-06-30
제주시,구좌읍,2014-10-14,루시디티2호태양광발전소,949.76,사업개시,2018-09-28,2022-06-30
제주시,구좌읍,2014-10-14,준영 태양광발전소,499.2,사업개시,2018-10-10,2022-06-30
제주시,구좌읍,2014-10-14,송림태양광발전소,990,사업개시,2018-10-10,2022-06-30
제주시,구좌읍,2014-10-14,청마8호 태양광발전소,998.4,사업개시,2018-09-28,2022-06-30
제주시,구좌읍,2014-10-14,구좌읍 상도리 1095발전소,99,사업개시,2015-04-01,2022-06-30
제주시,구좌읍,2014-10-14,후 태양광발전소,98,사업개시,2015-09-25,2022-06-30
제주시,구좌읍,2014-10-14,동올레태양광발전소,83.3,사업개시,2015-09-23,2022-06-30
서귀포시,성산읍,2014-10-14,(유)제주 늘해랑,2198,사업개시,2019-01-31,2022-06-30
서귀포시,표선면,2014-10-15,표선태양광,2988,사업개시,2017-03-10,2022-06-30
서귀포시,표선면,2014-10-15,상은태양광,2988,사업개시,2017-03-10,2022-06-30
제주시,구좌읍,2014-10-20,주)하늘땅태양광발전소,700,공사진행,,2022-06-30
서귀포시,대정읍,2014-10-20,에코에너지태양광발전사업,99,사업개시,2015-08-22,2022-06-30
서귀포시,대정읍,2014-10-21,(주)탐라그린,2000,사업개시,2015-12-19,2022-06-30
제주시,구좌읍,2014-10-27,한태연 제주2호발전소,999.6,사업개시,2021-05-27,2022-06-30
제주시,구좌읍,2014-10-27,제주해오름태양광발전소,997.92,사업개시,2016-12-03,2022-06-30
서귀포시,성산읍,2014-10-27,한태연 제주5호발전소,496.08,인허가,,2022-06-30
제주시,우도면,2014-10-27,우도태양광발전소 1호,99,인허가,,2022-06-30
제주시,회천동,2014-10-27,한태연 제주10호 발전소,1501.44,사업개시,2021-05-27,2022-06-30
제주시,회천동,2014-10-27,한태연 제주8호발전소,1501.44,사업개시,2021-05-27,2022-06-30
제주시,회천동,2014-10-27,한태연 제주9호발전소,99.11,인허가,,2022-06-30
제주시,회천동,2014-10-27,한태연 제주11호발전소,99.11,인허가,,2022-06-30
제주시,구좌읍,2014-10-28,(주)한빛에너지,348.4,사업개시,2015-08-11,2022-06-30
서귀포시,성산읍,2014-10-28,희윤2 태양광발전소,99,사업개시,2015-06-22,2022-06-30
서귀포시,표선면,2014-10-28,(주)태호에너지,495,사업개시,2016-06-24,2022-06-30
서귀포시,표선면,2014-10-28,(주)태원솔라,495,사업개시,2016-06-24,2022-06-30
제주시,한경면,2014-10-28,해피에너지,40,사업개시,2015-09-17,2022-06-30
서귀포시,성산읍,2014-10-29,희윤4 태양광발전소,99.28,사업개시,2019-07-11,2022-06-30
서귀포시,성산읍,2014-10-29,희윤태양광발전소,99.28,사업개시,2019-07-11,2022-06-30
서귀포시,성산읍,2014-10-29,희윤5 태양광발전소,99.28,사업개시,2019-07-11,2022-06-30
서귀포시,성산읍,2014-10-29,명원태양광1호,98,사업개시,2015-10-06,2022-06-30
서귀포시,성산읍,2014-10-29,명원태양광 2호,98,사업개시,2015-10-06,2022-06-30
제주시,한경면,2014-10-31,조김태양광발전소,97.5,인허가,,2022-06-30
서귀포시,남원읍,2014-11-04,제주하늘이호태양광발전소,98.28,인허가,,2022-06-30
서귀포시,남원읍,2014-11-04,제주하늘삼호태양광발전소,98.28,인허가,,2022-06-30
서귀포시,대정읍,2014-11-04,제주하늘일호 태양광발전,491.4,인허가,,2022-06-30
서귀포시,대정읍,2014-11-04,신제태양광,99,사업개시,2015-04-21,2022-06-30
서귀포시,대정읍,2014-11-04,HLS 태양광발전소,99,사업개시,2015-04-21,2022-06-30
서귀포시,대정읍,2014-11-04,강빛태양광발전,99,사업개시,2015-04-21,2022-06-30
서귀포시,대정읍,2014-11-04,청명태양광발전소,99,사업개시,2015-04-21,2022-06-30
서귀포시,대정읍,2014-11-04,행복태양광발전소,99,사업개시,2015-05-20,2022-06-30
제주시,조천읍,2014-11-04,와우텍(주)와우조천2 태양광발전소,499.8,사업개시,2017-07-04,2022-06-30
제주시,조천읍,2014-11-04,와우텍(주)와우조천1 태양광발전소,999.6,사업개시,2017-07-04,2022-06-30
서귀포시,대정읍,2014-11-07,대정읍 보성리 1503발전소,90,사업개시,2015-05-20,2022-06-30
서귀포시,안덕면,2014-11-07,현석태양광발전소,90,사업개시,2015-05-31,2022-06-30
서귀포시,안덕면,2014-11-07,창하태양광발전소,97.5,사업개시,2015-05-31,2022-06-30
제주시,조천읍,2014-11-07,수열태양광발전소,99,사업개시,2015-07-23,2022-06-30
서귀포시,표선면,2014-11-07,영화에너지,99.2,사업개시,2018-01-25,2022-06-30
제주시,한림읍,2014-11-07,준마태양광발전소,98.42,사업개시,2020-06-15,2022-06-30
제주시,한림읍,2014-11-07,미래로발전소,98.42,사업개시,2020-06-15,2022-06-30
서귀포시,남원읍,2014-11-12,강석3호태양광발전소,99,사업개시,2018-11-06,2022-06-30
서귀포시,남원읍,2014-11-12,강석1호태양광발전소,99,사업개시,2015-09-18,2022-06-30
서귀포시,남원읍,2014-11-12,강석2호태양광발전소,99,사업개시,2016-12-29,2022-06-30
서귀포시,대정읍,2014-11-12,서현에너지,99,사업개시,2015-07-02,2022-06-30
서귀포시,대정읍,2014-11-12,선영에너지,99,사업개시,2015-07-02,2022-06-30
서귀포시,대정읍,2014-11-12,황금에너지,99,사업개시,2015-07-02,2022-06-30
서귀포시,대정읍,2014-11-12,임금에너지,99,사업개시,2015-07-02,2022-06-30
서귀포시,안덕면,2014-11-12,동훈2호태양광발전소,99,인허가,,2022-06-30
서귀포시,안덕면,2014-11-12,동훈1호태양광발전소,99,인허가,,2022-06-30
서귀포시,상예동,2014-11-14,산남주민지원협의체,200,사업개시,2015-04-15,2022-06-30
제주시,애월읍,2014-11-14,신진 태양광발전소,300,인허가,,2022-06-30
서귀포시,성산읍,2014-11-20,에이치에스태양광발전소,98,사업개시,2018-12-31,2022-06-30
서귀포시,성산읍,2014-11-20,와이엔 태양광발전소,98,사업개시,2018-12-31,2022-06-30
서귀포시,성산읍,2014-11-20,현일태양광발전소,98,사업개시,2018-12-31,2022-06-30
서귀포시,성산읍,2014-11-20,케이엠 태양광발전소,98,사업개시,2018-12-31,2022-06-30
서귀포시,성산읍,2014-11-20,구름 태양광발전소,98,사업개시,2018-12-31,2022-06-30
서귀포시,성산읍,2014-11-20,성산명진 태양광발전소,70,사업개시,2018-12-31,2022-06-30
서귀포시,성산읍,2014-11-20,디파워태양광,98,사업개시,2018-12-31,2022-06-30
서귀포시,성산읍,2014-11-20,녹색 태양광발전소,98,사업개시,2018-12-31,2022-06-30
제주시,애월읍,2014-11-24,썬파워태양광발전소,999,인허가,,2022-06-30
제주시,구좌읍,2014-11-25,용문태양광발전소,2997,인허가,,2022-06-30
제주시,애월읍,2014-11-30,수산리예원동신성회,33.25,사업개시,2015-12-09,2022-06-30
제주시,한경면,2014-11-30,조수태양광발전소,52.5,인허가,,2022-06-30
제주시,한림읍,2014-11-30,청록담1호 태양광발전소,98.5,사업개시,2017-05-18,2022-06-30
제주시,한림읍,2014-11-30,춘규태양광발전소,97.5,사업개시,2015-07-21,2022-06-30
서귀포시,대정읍,2014-12-02,농업회사법인 주식회사 성주(성주태양광발전소),1812.72,인허가,,2022-06-30
서귀포시,남원읍,2014-12-04,아라태양광발전소,297,사업개시,2015-09-05,2022-06-30
서귀포시,대정읍,2014-12-04,수완태양광발전소,99,사업개시,2015-09-02,2022-06-30
서귀포시,대정읍,2014-12-04,동은태양광발전소,99,사업개시,2015-09-02,2022-06-30
서귀포시,대정읍,2014-12-04,하산태양광발전소,99,사업개시,2015-09-02,2022-06-30
서귀포시,대정읍,2014-12-04,보배태양광발전소,99,사업개시,2015-09-02,2022-06-30
서귀포시,대정읍,2014-12-04,대정읍 보성리 581발전소,90,사업개시,2015-06-19,2022-06-30
서귀포시,대정읍,2014-12-04,회광태양광발전소,99,사업개시,2015-07-30,2022-06-30
서귀포시,성산읍,2014-12-04,섭지코지 태양광발전소,97.5,사업개시,2015-05-31,2022-06-30
제주시,한경면,2014-12-04,승현태양광발전소,97.5,사업개시,2017-09-21,2022-06-30
